business_id,name,category,stars,text
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,"I took an 8 year old and a 14 year old for the lunch special pizza.  We have done this on several occasions, and the kids love that they each get their own personal pizza, made the way they like.   They both ordered their pizza with 2 items and wanted BBQ sauce as the base instead of tomato sauce.  (this is the only way they enjoy pizza).   I was told that they could only get tomato sauce, not BBQ sauce.   I explained that we have gotten it this way several times before.   We were told that they don't offer it this way any more.   I see that some of the pizzas offer BBQ sauce and pointed it out, but again was told that it couldn't be made this way for them.   I asked if I could pay additional to have it made with BBQ sauce, but once again told it was not possible.   Sadly, we left the restaurant and chose a different nearby restaurant for lunch.  I'm sorry to say I won't be able to take the kids here anymore."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,The delivery would bring me the wrong pizza and of course it's with the 2 toppings I despise the most. Just my luck. #alwayscheckyourpizza #whatsinthebox
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,positive,"The pizza here is the best pizza that I have had short of some of the gourmet pizza parlors that are in town. The pizza is just a little expensive, but down right tasty. 
They have always been pretty speedy on there delivery which is quite nice but I had to take a star off because I am pretty sure I have had to pat down every pizza of there's with a paper towel because they are always so greasy."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,"So pizza is pizza, so I wasn't expecting anything grand. (Especially after having Woodstocks--nothing can compete!) But the place looked like this place I used to go back in my town which offered a salad bar too, so I was all ready for it. 

First off, the salad bar ain't free. But you can't even ADD it onto your pizza; it's a whole different order. It's $6 for a ""large"" which is pretty much your average bowl size. The small was half that. WHAT A RIP OFF. They did have a special though which was two slices of pizza and a small salad bar bowl for $7 total, but it was only for lunch and we were there for dinner. But what's even worse is that you can only make ONE TRIP to the salad bar! I mean if you're going to make us pay an obscene amount for it and have small bowls, you might as well let us get as much as we want, but noooooo.

But the salad was alright. Nothing worth $6 though FOR SURE. We ordered a half pepperoni and half hawaiian on thin crust, which I admit was good. Again, nothing spectacular. Probably not going to be coming here again unless I'm desperate and it's lunch time."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,positive,"Incredible pizza. My family always gets the BBQ chicken with cashews and Garden Special with pineapple. There's just something about how the pizza is made that distinguishes it from other places. The toppings are loaded on, the crust is crispy (especially if you order thin crust, which has more thickness to it than other places and is my go-to), and the sauces are super flavorful. So many childhood memories here too. Be prepared to pay big bucks for really good pizza."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,"Its baffling how Rusty's became the most prolific pizza joint in this town.  Its national chain quality pizza at a premium price.  The boring looking salad bar reminded me of Pizza Hut.  The uniformly round sausage kibbles reminded me of those rectangular ""oh so tasty"" school cafeteria pizza.  I came here for the first time in 4 years because it was the last day of Youth Soccer.  The place was completely kid friendly, like Chuck e Cheese, Pizza Hut, and Little Caesar all roll into one.  I have kids and even I think its too kid friendly, maybe that how they compete with super cheap Costco pizza across the street and better American style pizza places scattered around town."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,"This location has a very strange vibe. Not so much for adults not so much for children. This location used to be a bank and gives it a very corporate style. This location need a little more maintenance from their cleaning clue as well, but the pizza was very good. The meatball sub was so-so for the price. I would recommend ordering for delivery."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,positive,"Same great pizza as all the other locations. Always found it interesting that they turned the old safe room, from when it used to be a bank, into a windowless party room."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,"Don't place a delivery order from here, or actually any location. You'll get the pleasure of speaking with an employee who sounds miserable. I have placed a delivery order twice and never again will that happen. The first order I placed was a pepperoni pizza. Sounds simple right? But when the girl on the other end asked me what toppings I wanted I simply said pepperoni, obviously because cheese comes with your pizza unless otherwise stated. When my pizza arrived I had a pizza with pizza sauce and pepperoni. She had actually taken me literally. 
The next time I ordered delivery I ordered a pepperoni with 2 extra toppings. When I asked the SAME girl if cheese came on the pizza she answered annoyed ""Ya, it's standard"" .. Yeah I know. Rustys is crap when it comes to customer service."
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Italian,negative,Cute place. Pizza parlor with brass and frosted windows. Arcade video games. Reminds me of pizza that you would find in the Midwest.
