business_id,name,category,stars,text
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,positive,"I am an avid customer. The specialty breadsticks=the bomb. Plus if your salad weighs more than 6.15 you get a free breadstick! Good selection for anything you want. Nice employees. Hot soup. If your looking for a salad bar, go to romaines!"
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,positive,"If you love healthy and fresh food, then this is the place to go! :)

Huge variety in all kinds of salads, very fresh and well prepared. Lots of organic stuff.

Also, their soups are amazing, always super hot and with fresh ingredients.

BEST food on Campus."
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,positive,"Only salad bar on campus (besides from the dining commons that are for the people living in the dorms) It has a large selection of fresh organic vegetables, leafy greens, seafood salads, pasta salads, potato salads, greek salads, nuts seeds and raisins, hot soups, FRESH BAKED BREADSTICKS (all whole wheat, and there is a special bread that is 20 cents more, but contains cheeses, pesto, artichockes, etc. the ingredients are always changing) and hot cornbread made that day as well. 

the price of your salad goes by weight. so the way it works is that you grab a plastic bowl, fill it up with as much as you want, and then you pay by the ounce. ($6.44 per lb) 

If you spend more than $6 on your salad, you get a free breadstick!"
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,positive,"The butternut squash soup blew my mind and I was very tempted my their spanakopitas. Everything's fresh and I love that they have a large selection of toppings (almonds, chow mein noodles, dried cranberries, etc)"
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,negative,"beware do not eat here!! 

i ate here with my girlfriend and we both got the worst food poisoning ever!!!

we had to go to student health and thought we were going to die it was so bad!

people on yik yak also asked if anyone else got food poisoning and they had to be hospitalized. i will be reporting romaines to the health inspector!!

do not eat here!!!"
SHk_eYKzIOPvgwvTThtXiQ,Romaine's,American,negative,"Gotta love college food.

Romaine's is a salad bar ""restaurant"" that also offers soup and baked potatoes.

They have organic spinach, green lettuce and spring lettuce mix. There is a sign that warns you might find bugs in the lettuce. Beware!

There are typical salad toppings, some pasta salads, etc. Some examples: egg, turkey, tuna, olives, tofu, cheeses, and so on. 

It's $0.50/oz, so don't get more than you can eat!

Their soups are ok. I like the Cauliflower Soup. The chicken ""Pozole"" is more like chile verde (not very good). Their breadsticks are ok. Their cake-loaf slices are tasty. I have yet to try their cookies.

Overall, because you can customize your meal, it's a good choice when you're hungry."
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,American,positive,"Brandon Ravens was the best server. He made us feel so personalized, brought the drinks in literally less than 2 minutes. He is so easy going but knows how to be professional at his job. Islands is a great place to relax, have a drink and maybe a fry or 2. My 2 friends and I felt as if we were in heaven, we love it here. Will definitely be coming back and becoming regulars. We love the entire staff. 10 outta 10"
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,American,positive,"Chain restaurant but their menu options are good, service is great, and everything fresh."
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,American,positive,The cheddar fries are quite delicious and the service was exceptional. Come here if you want a chill time and some good food.
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,American,positive,"Decided to check out Islands and wasn't disappointed the food was delish and the service was outstanding we did have to wait a bit but it wasn't bad they texted us to tell us our table was ready. La Cumbre needs more people friendly places, while we waited we walked around and it was a ghost town...sad compared to how it used to be"
